1.476653132943708813e-01,-2.192478134087605668e-01,8.031449244936025300e-01,-2.239852885006597405e-01,1.506621298820903232e-01,-1.552834772407275521e-01,1.665259831908041596e-02,-2.447771738216940607e-01,-6.563811836018706991e-01,-1.604676204959896435e-01
-1.890865381881932095e-01,6.994496838391964233e-02,1.884778845915061896e-01,3.972467199699553260e-03,-1.788839873429702299e-01,7.057917253222283083e-02,-8.007950590036395921e-02,-2.199608717042471906e-01,5.678620983385292836e-02,1.513512107278456968e-02
-1.350775917799844628e-01,-1.316309479037088281e-01,8.457871636641216273e-02,7.977062057114010785e-02,4.645836891561058724e-02,7.133532045158205714e-02,2.384405448073051437e-02,2.002846485941762733e-01,-4.765966412368483757e-02,-1.498512305172459425e-01
-2.008279227283805979e-02,2.261244252810818145e-01,1.324902994314670901e-01,-1.210606039991990179e-01,5.961000238709282528e-02,-3.506900692081989929e-02,-1.560988697406906212e-01,1.398219755961619404e-01,-1.566120986505049051e-01,3.551174928074027903e-01
-2.191975474582534555e-02,2.024174736985406564e-01,7.756390513577161860e-02,-1.481820593839223432e-01,8.982838239799978419e-01,-2.937297230495148903e-01,-2.927663663943815692e-02,-3.154016541182586703e-02,-5.235393123625108336e-01,1.272305771636027261e-01
4.944125041895578998e-01,-2.855227703155804875e-01,-4.925500327818753132e-01,-1.941838502963790514e-01,1.723523504169296172e-01,-8.249798897941028331e-02,-1.180799634809009541e-01,1.944531837958927700e-01,1.457441198404115790e-01,4.590517533462803446e-01
-5.444190897319370892e-01,5.265865530915339043e-01,-6.337114496582228751e-02,-2.155625406744559325e-01,1.921803489066066517e-01,1.060130542104100321e-01,1.922553901730913450e-01,3.392954470648393284e-01,1.066578469860254008e-01,-6.042395643842634056e-01
2.884398427983287383e-01,-2.181241202661064749e-01,2.892284333225605963e-01,2.723933927202669136e-01,-4.972591545288124193e-02,6.869155398037822546e-02,-1.442620551991784794e-01,-1.518298248282579366e-01,7.117888140471734237e-02,-3.032167965694727019e-01
7.565717990031244067e-02,-2.162710445212296662e-01,-6.593307114578181305e-02,1.178917594028593557e-01,1.119040719879220158e-01,3.328119216046040996e-02,-1.432528841665315356e-01,1.167171280360511376e-01,1.333010746401503965e-01,1.706605821439435844e-01
-3.311371917862325209e-01,-4.474359765311767406e-02,-1.034622792537468750e-01,1.323655609804991473e-01,-2.015618054034198636e-01,2.052055866575764609e-01,3.536837742283995834e-01,-3.127002132082404295e-01,4.268691638593635762e-01,2.362148555607141223e-02
-7.555486914162843444e-04,2.283991415715544981e-01,3.029610019305803981e-01,-2.039782671586185259e-01,-8.475546066617668794e-02,-2.372544135677139010e-01,-4.148332142965664993e-01,-5.523835079896463607e-02,4.025857349274906127e-01,3.447980248212090815e-01
3.488522792347144019e-01,1.580717651897036724e-01,3.255988854488461315e-01,2.204493322253749804e-02,3.008050720750706786e-01,-4.178424211057898408e-01,-1.600600893674997693e-01,-6.276172735713345663e-01,8.035253388976706934e-02,-2.655601146416565472e-02
2.331750324204357183e-01,-6.564329138351149805e-03,-3.233402259290807379e-01,4.052628667121982997e-01,-1.543576446168077460e-02,1.626655892904099177e-01,2.493841821889501709e-01,-6.197730570928052657e-02,2.053720340631973729e-01,-2.858888293736383882e-02
-1.008607649515293331e-01,3.408360756410093173e-01,-5.491418980442045600e-02,-9.429367004835738364e-02,2.719853535506879805e-01,-6.560678791129234688e-02,-1.161908944117538839e-01,-4.740687203940958938e-02,3.842418782253972237e-02,-1.158465792627212110e-01
-4.445648867799662507e-01,1.427561624145619601e-01,-3.151136499647524403e-01,2.483864803445606784e-02,-2.661914301332355404e-01,4.143520177888537215e-01,7.210036503278959702e-03,2.810466898826279869e-01,-1.285843659832867081e-01,-1.119714724920388565e-01
-1.224293958466901866e-01,6.992541592845172814e-03,3.613890905115615948e-01,5.748008609710456573e-01,-7.146634388278969574e-01,-2.565136793176298058e-01,-4.103123985430870979e-01,1.938260340626854761e-01,-2.285754567486946165e-01,1.950897792032629807e-01
2.046843893253446067e-01,1.317427141876180985e-01,-2.519973902841775026e-01,-1.805417002774566404e-01,-3.786080114134063868e-01,6.259810644233869681e-01,2.408192574020175114e-01,1.913673407681953098e-01,-4.301450572459828425e-01,-1.231821931432113271e-01
-2.101900184135694905e-01,-1.540695578892447570e-01,1.168106573511265428e-01,-1.574907989933644337e-01,2.339824848916026712e-01,-2.231078664113947119e-01,-7.821961963374887694e-02,6.706724261584532387e-01,-3.274634962858959941e-01,6.650747500609567597e-02
-2.235562184560962729e-01,1.966953848839570473e-01,2.904686091906019119e-01,2.491408890882657046e-01,-1.179311383180264711e-01,1.639135237626125063e-01,1.302726586072424086e-01,2.860643324360828132e-01,2.092723286524702797e-01,-8.136777894282026802e-01
1.229903253719719508e-01,-3.184640542341130587e-01,3.482589245199169681e-01,-2.412996973192596262e-01,-2.893914519580874645e-01,5.519854552319276506e-03,-1.951654634621360559e-02,-1.744494194119732833e-01,8.387235139240670767e-01,2.583831271616390812e-01
7.081055537638460129e-02,-1.639274284052371911e-01,-1.468246122854304780e-01,7.893129375498770806e-01,-2.634755100860198818e-01,2.531721867599436848e-01,-7.149579695394013834e-01,-9.659885174588543622e-02,-2.384510957814732490e-01,8.863640446316932708e-01
3.096786240953078861e-01,-3.805248438214003937e-02,2.758901874384931396e-01,2.515351998198568362e-01,4.978258008518209043e-02,-2.740207300421286241e-01,7.424506200597773553e-01,1.026395611993485835e-01,-1.596616248399214955e-01,-2.138954807147414039e-01
