1.193334924189648344e-01,-2.448398048197018839e-01,7.248277600934943665e-02,-6.112608308094976683e-01,3.365712139956828497e-01,-7.877745297260892177e-02,-1.230697305601122227e-01,7.142494757431634422e-01,2.507647692529429428e-01,9.677290160946874775e-02
-3.121040508955245651e-01,2.902231579068719758e-01,-5.339942799745857061e-01,1.193934660211735665e-01,4.685645762029988504e-01,6.003098914839365419e-01,-3.013499748213190887e-01,-8.043833441074934587e-01,3.761299338878828363e-02,5.385294505353214189e-01
1.167316980586331071e-01,-5.195845255023111564e-01,-3.135879732834265243e-01,1.003005222800845420e-01,3.502581127704710862e-01,-3.886792606006069795e-01,4.330532789669920279e-01,9.890109498164506574e-02,-1.051498062827117969e-01,-3.684917974144981054e-03
-2.806552789948508764e-01,2.804608470402000231e-01,-7.631382624671910475e-03,6.449875017046450276e-01,-1.512810380966686519e-01,-2.857149172204521137e-01,-6.136491134564685257e-02,2.211905490974141186e-01,-1.752818915741963801e-01,7.573933202934256259e-02
-7.360120166435851763e-02,-1.689143327142715589e-01,4.503388477157775349e-01,-9.574695615015814398e-02,-3.871025750962026613e-01,-2.981416203225851769e-01,3.244470708728776631e-01,-2.202942209706392762e-01,6.370993883661183466e-01,1.609193159751039562e-02
2.692807317573578385e-01,-8.770648751654228081e-02,-3.074982010509936248e-01,-2.909337120749631023e-01,-1.902139050871124448e-01,8.746423722305229909e-01,4.902707800485265333e-01,-1.899582365965153674e-01,-1.990882912677305050e-01,-3.994121823784758107e-01
5.215541341546560128e-01,-1.430470932615728746e-02,2.544143973909290257e-01,-4.592991322710458096e-02,7.171232412150947699e-02,-8.288949377598582580e-02,-1.202996881573469845e-01,-1.800300782327018678e-01,-1.887518156063070773e-01,1.192317651294854952e-01
3.693707364600719023e-01,1.012175126953913790e-01,-3.110610012210430764e-01,3.596191173977918848e-02,-2.111816523095559894e-01,-4.394807416321882404e-02,-1.725298134818844531e-01,4.538742469268849250e-02,2.891475806871845466e-01,-3.880405104442934960e-01
-6.600454335685926321e-02,7.432675956073518941e-01,4.626642118496186729e-02,-4.645503423545996324e-01,-4.562601690049446906e-02,-3.262709268563479537e-01,7.999859390453420427e-02,-7.028623054761980182e-02,-1.578499954124331361e-01,8.119852796904104830e-02
-3.348453226571438540e-02,-5.023735098929359849e-02,1.037676465577534318e-01,-5.496004411220499486e-02,-3.255152822159916581e-02,5.794529723475957961e-02,1.384924976591097754e-03,1.083397979504178571e-01,2.843464373887204591e-02,2.569354834447582468e-03
