2.116659334228088510e-02,4.975206395676054494e-01,-1.761224148778712528e-01,-1.302148141204157589e-02,-4.785449602947079994e-01,3.958749188002600450e-01,-2.155310030695299361e-01,-1.223527924848658299e-01,1.571556493368624630e-01,-2.740485125628777316e-03,5.916934393403559291e-03,9.664708592256004982e-02,1.325657629060948139e-01,1.324806549429081159e-01,1.823508731620409329e-01,-7.986618567264197610e-02,3.228423044781860152e-01,-1.133690320644876737e-01,-3.722480678279604938e-02,1.175662130579029595e-02,-1.536564214805088979e-01,-2.545578923377279090e-01,-3.118042212602058216e-02,-9.270949788855212259e-02,4.459164362558399874e-01,-1.459485333401794836e-02,4.886112547562665998e-01,1.007049504167576576e-01,6.424126783028057119e-02,-3.136094581627789091e-01,1.867951246508602892e-01,-2.216084349794963937e-01
5.962226439338397938e-02,-1.982303723580633448e-01,1.597923380473601496e-01,-1.361407117931796584e-01,1.048745812272945804e-01,1.214886979488706276e-01,-9.211884811571607878e-02,-6.674272804739676997e-03,1.910149917017353316e-01,-6.129806161863456462e-03,1.908346905207937427e-01,-9.732202453408752077e-03,5.989749852750107101e-02,-6.206864003976545092e-03,7.400971709538094190e-02,4.644813238807845440e-02,1.147612686040910546e-01,-8.255983653847182024e-02,-1.370445641288858991e-02,4.902122927260003232e-03,-4.315287038749079235e-02,5.616361327524455743e-02,-5.804691169596640221e-02,9.538371602598907928e-02,8.055191654763512246e-03,-6.275175936122219522e-02,5.084146117143437810e-02,-4.846643757930774871e-02,-5.839485916187427128e-02,1.772424092781193783e-01,-3.391575611249712519e-01,9.262671086687271349e-02
8.541014293149751246e-02,8.396601679151349806e-02,-3.702513727662635340e-02,-5.172136372154836209e-02,-6.089386437757086240e-03,3.257478542113342868e-01,-3.422236768214528824e-02,2.177733007992818104e-01,5.465424941242080781e-02,4.580271963021100012e-02,-1.562179547226357212e-01,-8.880508331255648757e-02,-4.746517328053011936e-02,-3.659216393686623089e-03,-1.717868399788048672e-01,3.045818972632732824e-01,4.760309439819428862e-02,8.128444791529804148e-02,6.398670453790430979e-02,-2.028001275405823256e-01,-1.485241080445733226e-02,-9.072017249666952665e-02,1.748494284135666543e-01,-5.402399387509935341e-02,1.820723581555730441e-01,-1.550045088230648793e-01,3.421439050482962818e-01,4.449703792861550017e-03,-1.539007790256031460e-01,5.175166096422338657e-02,1.300952759896839041e-02,9.442818731210363137e-02
-1.125036682210323047e-01,4.971659862837474880e-02,7.076669607401156470e-02,1.533280300053656287e-01,8.255570930082341274e-02,6.764571071117064793e-02,9.156505070585876926e-02,9.408336964864660174e-04,-1.298618749785470095e-01,7.710664659758770245e-02,-7.605407640704347876e-03,-6.008569593856091795e-02,1.138463599819714428e-01,-2.787279237918287647e-03,-3.134626985892332574e-01,-9.779405570289921579e-02,-1.161792533716076853e-01,1.408367514176635804e-01,8.372256652078367833e-02,3.123369794667099977e-02,-1.487043022235206291e-01,9.042152270379634482e-02,1.772295030484076217e-01,-9.606218959706583002e-03,-2.359370609645683112e-02,2.397956328806425119e-01,2.005796367266717284e-01,-2.317109662511844526e-01,7.222785411573326431e-02,-1.026733787291786437e-01,3.237352722708533581e-01,7.139826626906783935e-02
-6.565666353147718917e-03,-2.131533213224816037e-01,-1.501518108216269298e-01,1.096601018279409201e-01,5.830180349486161276e-03,5.835924699208611816e-02,2.668431837891332425e-01,2.683128871223539047e-01,1.448683787034314441e-01,2.587370336557017619e-02,1.966738193069420271e-01,-9.754051640698292724e-02,-1.474108166530083697e-01,9.445662483015734856e-02,-1.615456172683875924e-01,-1.319882692281342529e-01,1.730071309107086008e-01,7.243863267686756480e-02,-6.523768017244098438e-02,9.909952871282916298e-02,9.067484742291820332e-02,4.591652647371416429e-02,5.298175054196976180e-02,-1.145257091059329047e-01,1.932619517986220725e-01,3.325761749541725765e-01,1.279364648989881337e-01,-2.064910489651978348e-03,2.179701708628420734e-02,8.554143444665486540e-02,-2.513134167328782628e-02,8.850527559303958403e-02
4.410978128682734034e-02,9.761030422042764332e-02,-4.826931940873327442e-02,-1.028219838944181841e-01,-8.439203788810337170e-02,-1.359340952137527425e-01,-7.263632849509150946e-02,-4.163383253406988636e-03,1.159982369098677690e-01,-5.841461164357615587e-02,-1.001481805757822724e-01,-5.380775643416275261e-02,-1.470836476426602146e-01,-7.108379924084873291e-02,-5.398326216896232044e-02,-5.418212528603719158e-02,-6.392936986411199007e-02,6.823670699519464311e-02,-4.356908066465345342e-02,-1.551660144339689074e-01,-1.421498153133417819e-01,-7.586796032403528289e-02,-5.214233861625208223e-03,6.116768580693703050e-02,6.828741396943325583e-03,-1.395668160808042624e-01,-6.828215090788293529e-02,7.607317747534525498e-02,-2.852096691117379443e-02,-1.158153489658166058e-01,-1.621666509747954066e-01,3.972901605433321048e-02
-9.406058373147445362e-02,-1.070300804805327799e-01,-3.009363767955610183e-02,-1.830856136158534320e-01,7.139507412431218836e-02,5.586393470249018112e-01,-1.264287168752956936e-01,-9.466516948544030641e-02,6.107534855870673518e-02,-5.293650348027195696e-02,1.380462043974370057e-01,5.038780428432177577e-02,-1.219283499383880115e-01,-3.659266361461321893e-02,-1.990235631414126183e-01,-1.626989100485118911e-01,9.334192688315545022e-03,-1.335521477782742640e-02,9.015772384240232362e-02,1.078398635786255999e-01,-7.103018845599380626e-02,-2.125164302450714415e-01,-2.918243848294605185e-03,5.224927417143122865e-02,1.441178188239808089e-01,1.649445470234182573e-02,4.084645925072379891e-01,7.799851340677436962e-02,1.051341903729542254e-01,4.689574061261021602e-03,-2.566117370206369430e-02,1.958975952806695509e-01
4.615304481438423645e-01,-2.268576669040762439e-01,2.574526234058600038e-01,5.784572778056002590e-02,3.534506193130264318e-02,4.417408217288644467e-02,-3.713963992472268938e-02,1.097895997109955141e-01,-1.421121257293175844e-01,-5.571258699151152710e-03,-1.996136986408194591e-01,-5.706316607708181859e-02,1.371598097384903736e-01,8.760499957260256543e-02,-4.972718869070758690e-02,3.664661854931360319e-01,-1.169794688299602287e-01,-4.203685687227932261e-02,-1.137985716732301394e-01,6.577447324534965722e-02,-1.148018241605540668e-01,-2.942719730938653799e-01,1.872316310751408752e-01,-6.581268909681152468e-02,-5.499673502511379097e-02,1.525810875178582326e-01,-1.422551552427092358e-01,2.326819873533572947e-01,1.299655622968780115e-02,-5.612226336488293499e-02,1.562395127104728165e-01,1.360360214396876821e-01
-2.678553987515124302e-01,1.766588642281891053e-01,2.195592897914553088e-01,2.825129304221118617e-02,-4.415531852004712238e-02,2.425047744945009187e-01,-8.002836553100611816e-02,-1.194209133222493523e-02,1.010227580822052329e-01,-5.562728414398696031e-02,7.430995042122290339e-02,1.278958599236569016e-01,1.402779259859987526e-01,-8.474777984851722054e-03,3.811134952340483606e-01,-8.268943363940851887e-02,3.990027068318641734e-01,-1.955551043787384369e-01,-7.801841594530356527e-02,1.263370619767819336e-01,-1.610075703535247815e-01,1.053477787281956318e-01,1.633814977782019617e-01,-7.888529920651866922e-02,-4.494405628213592185e-03,-5.688337722541517844e-02,1.424384722929996905e-01,-2.607141366289855537e-03,2.152734642257014275e-01,-3.892606776739047092e-01,-1.214090861321107662e-01,2.754703277234052394e-01
8.496071950997714783e-02,-2.856008989094030795e-02,1.312977971448281989e-01,1.676703082131785275e-02,1.860994482012589407e-02,-6.674747585553336693e-02,4.030718742478366784e-02,2.335059377856277263e-02,2.031076997504971948e-01,-5.918701500598590876e-02,-2.620431960598491872e-02,-8.520898999521726858e-02,7.073931474617901893e-02,1.378929749351651968e-01,-8.999512689662549081e-02,3.729045578321635995e-02,-4.676241349483157422e-02,-7.908200538070763938e-03,4.852367856054847634e-02,-9.408051203833207865e-02,-1.299845456158795487e-01,-1.357755067271899929e-02,4.077751788151814938e-02,-5.447422954069081752e-02,2.587186839204253398e-03,-1.817571154565291239e-02,-6.561594012729220216e-02,-4.169186856658820689e-02,1.127146351183719447e-01,-6.764219138542083842e-02,-4.707194075595049626e-02,8.067994293117002058e-02
